Id	Name	Position	Salary
8825	Ангелина Захарова	техник	92000
8826	Валерия Гущина	сотрудник	83000
8827	Елизавета Кудрявцева	планировщик	70000
8828	Макар Капустин	агент	23000
8829	Александр Колобов	менеджер	37000
8830	Фёдор Тимофеев	специалист	73000
8831	Никита Устинов	дизайнер	57000
8832	Арина Дмитриева	архитектор	80000
8833	Виктория Игнатьева	архитектор	100000
8834	Лариса Кириллова	разработчик	22000
8835	Дмитрий Ефремов	инженер	66000
8836	Дмитрий Большаков	агент	51000
8837	Алевтина Богданова	инженер	35000
8838	Оксана Попова	руководитель	81000
8839	Алина Ковалева	сотрудник	24000
8840	Ольга Михеева	техник	23000
8841	Екатерина Носкова	координатор	45000
8842	Виталий Гришин	специалист	69000
8843	Игорь Соболев	разработчик	84000
8844	Михаил Анисимов	планировщик	81000
8845	Марина Ермакова	планировщик	51000
8846	Семён Брагин	специалист	86000
8847	Герман Костин	инженер	98000
8848	Денис Игнатьев	дизайнер	81000
8849	Борис Субботин	менеджер	78000
8850	Вера Беспалова	разработчик	94000
8851	Юлия Беспалова	планировщик	81000
8852	Анжела Шарапова	планировщик	97000
8853	Семён Селиверстов	аналитик	56000
8854	Арина Крюкова	планировщик	87000
8855	Арина Беспалова	разработчик	90000
8856	Юрий Хохлов	инженер	28000
8857	Егор Кабанов	консультант	66000
8858	Георгий Михайлов	агент	38000
8859	Светлана Сергеева	агент	92000
8860	Вероника Евсеева	администратор	43000
8861	Лука Орехов	помощник	49000
8862	Ксения Жукова	архитектор	58000
8863	Регина Калашникова	координатор	73000
8864	Эдуард Никонов	планировщик	94000
8865	Варвара Сергеева	планировщик	20000
8866	Виктор Носков	дизайнер	48000
8867	Клавдия Белова	разработчик	69000
